sample_id,grid_id,city,city_code,timestamp_hour,airspace_class,population_density_index,flight_density_index,sensor_coverage_score,communication_quality_score,wind_speed_mps,rainfall_mm_h,visibility_km,historical_alert_count_24h,computed_risk_score,risk_event_label,data_nature,source_basis
MF0001607,430100_G0429,长沙,430100,2026-06-03 01:00:00,管制空域,2209.49,0.0,0.944,0.874,2.57,1.86,8.29,2,48.29,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001608,410100_G0333,郑州,410100,2026-06-03 10:00:00,适飞空域,1418.84,22.47,0.765,0.74,3.83,0.01,0.5,0,6.48,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001609,410100_G0428,郑州,410100,2026-06-01 18:00:00,文旅体验区,347.91,16.58,0.719,0.803,0.59,0.29,8.08,1,27.16,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001610,340100_G0110,合肥,340100,2026-06-06 11:00:00,敏感目标保护区,3539.5,17.97,0.718,0.858,4.37,0.08,8.76,1,61.63,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001611,340100_G0271,合肥,340100,2026-06-05 18:00:00,适飞空域,235.82,0.04,0.757,0.856,2.46,1.2,9.98,0,24.28,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001612,420100_G0111,武汉,420100,2026-06-03 11:00:00,禁飞区,2520.02,14.68,0.842,0.929,3.66,0.07,9.25,6,99.39,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001613,510100_G0309,成都,510100,2026-06-04 01:00:00,文旅体验区,2621.74,4.77,0.831,0.483,2.58,0.06,9.48,1,42.67,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001614,440400_G0048,珠海,440400,2026-06-01 04:00:00,适飞空域,2524.65,17.92,0.767,0.538,2.74,0.14,11.18,1,11.99,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001615,340100_G0011,合肥,340100,2026-06-04 07:00:00,适飞空域,3563.0,14.42,0.935,0.916,8.03,0.67,14.17,1,29.41,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001616,440400_G0005,珠海,440400,2026-06-05 02:00:00,管制空域,1150.44,0.0,0.869,0.888,5.98,0.0,9.3,1,46.45,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001617,510100_G0427,成都,510100,2026-06-02 01:00:00,文旅体验区,2188.33,4.51,0.991,0.745,7.27,0.53,4.66,2,51.1,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001618,370200_G0015,青岛,370200,2026-06-06 10:00:00,适飞空域,288.32,8.34,0.768,0.852,4.38,0.05,5.74,4,33.59,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001619,320500_G0110,苏州,320500,2026-06-03 15:00:00,适飞空域,3809.34,11.69,0.293,0.369,4.72,1.4,11.33,3,20.01,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001620,410100_G0499,郑州,410100,2026-06-02 01:00:00,管制空域,2440.24,31.92,0.871,0.897,3.2,0.01,5.82,3,53.56,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001621,441900_G0356,东莞,441900,2026-06-06 11:00:00,适飞空域,2986.39,15.87,0.554,0.807,5.76,0.09,10.76,0,32.49,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001622,430100_G0008,长沙,430100,2026-06-07 14:00:00,适飞空域,2586.13,4.47,0.891,0.651,2.48,0.2,4.47,1,25.04,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001623,440100_G0149,广州,440100,2026-06-05 19:00:00,管制空域,3080.26,9.59,0.896,0.774,5.68,0.28,6.23,2,56.94,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001624,441900_G0465,东莞,441900,2026-06-06 22:00:00,适飞空域,1775.56,43.31,0.646,0.535,0.0,0.45,5.59,2,19.9,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001625,350200_G0185,厦门,350200,2026-06-02 15:00:00,敏感目标保护区,3775.65,18.37,0.432,0.836,4.15,0.08,6.85,4,86.55,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001626,440100_G0316,广州,440100,2026-06-06 11:00:00,管制空域,1094.01,3.98,0.946,0.718,3.81,0.27,15.2,2,51.77,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001627,320500_G0101,苏州,320500,2026-06-04 04:00:00,禁飞区,1651.48,11.15,0.592,0.791,2.94,0.24,14.31,5,96.49,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001628,330100_G0053,杭州,330100,2026-06-03 20:00:00,管制空域,707.89,3.08,0.63,0.45,1.35,0.63,4.16,1,51.42,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001629,310000_G0259,上海,310000,2026-06-03 09:00:00,机场净空保护区,396.48,24.95,0.75,0.812,5.86,1.85,5.73,2,73.07,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001630,420100_G0351,武汉,420100,2026-06-06 04:00:00,禁飞区,1222.83,3.29,0.598,0.506,2.62,0.29,9.35,3,100.0,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001631,420100_G0486,武汉,420100,2026-06-07 17:00:00,适飞空域,3750.83,19.01,0.458,0.741,3.89,1.37,10.31,0,21.54,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001632,510100_G0152,成都,510100,2026-06-07 10:00:00,适飞空域,1123.15,19.04,0.735,0.65,6.56,0.37,10.09,2,6.38,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001633,440400_G0148,珠海,440400,2026-06-07 00:00:00,低空物流走廊,714.07,18.6,0.532,0.76,2.29,0.67,8.23,2,20.03,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001634,320500_G0059,苏州,320500,2026-06-05 18:00:00,适飞空域,5738.52,26.52,0.859,0.392,4.08,0.2,13.28,0,16.81,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001635,441900_G0186,东莞,441900,2026-06-05 19:00:00,适飞空域,3997.36,18.45,0.823,0.737,3.52,0.51,7.15,1,11.89,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001636,500000_G0471,重庆,500000,2026-06-02 03:00:00,适飞空域,644.78,29.0,0.682,0.649,4.12,0.33,10.33,1,19.5,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001637,500000_G0435,重庆,500000,2026-06-07 04:00:00,敏感目标保护区,562.52,31.32,0.609,0.744,4.89,0.34,14.6,3,63.9,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001638,320100_G0115,南京,320100,2026-06-07 20:00:00,适飞空域,2087.42,11.55,0.749,0.497,6.73,1.13,6.57,0,19.51,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001639,440100_G0415,广州,440100,2026-06-04 16:00:00,机场净空保护区,697.56,36.77,0.863,0.739,1.5,2.8,0.5,2,64.34,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001640,330100_G0345,杭州,330100,2026-06-07 06:00:00,管制空域,2889.69,12.01,0.837,0.301,0.0,0.14,9.66,3,42.84,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001641,500000_G0006,重庆,500000,2026-06-03 14:00:00,适飞空域,798.18,17.25,0.595,0.652,4.6,2.43,4.02,2,13.38,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001642,110000_G0465,北京,110000,2026-06-01 03:00:00,低空物流走廊,778.71,16.08,0.918,0.855,1.87,0.6,8.49,1,28.86,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001643,310000_G0054,上海,310000,2026-06-03 07:00:00,敏感目标保护区,836.45,9.4,0.703,0.553,2.63,0.81,8.11,3,67.87,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001644,610100_G0231,西安,610100,2026-06-05 14:00:00,禁飞区,2434.54,52.93,0.527,0.782,1.98,0.19,4.62,5,100.0,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001645,330100_G0410,杭州,330100,2026-06-03 20:00:00,机场净空保护区,1167.38,11.3,0.852,0.734,4.01,0.57,6.52,3,73.68,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001646,430100_G0443,长沙,430100,2026-06-02 04:00:00,管制空域,1427.15,26.33,0.52,0.942,5.47,0.08,9.31,7,65.16,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001647,440300_G0321,深圳,440300,2026-06-05 08:00:00,适飞空域,1120.13,18.98,0.57,0.896,5.34,0.09,7.07,0,18.36,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001648,410100_G0473,郑州,410100,2026-06-04 21:00:00,适飞空域,760.6,22.56,0.63,0.749,6.16,0.04,4.25,1,27.52,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001649,330100_G0385,杭州,330100,2026-06-07 02:00:00,管制空域,1214.59,9.94,0.693,0.694,1.6,0.96,9.5,1,66.66,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001650,441900_G0013,东莞,441900,2026-06-06 21:00:00,适飞空域,990.14,21.77,0.672,0.876,4.37,0.02,8.7,0,27.41,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001651,320100_G0497,南京,320100,2026-06-03 22:00:00,敏感目标保护区,2443.53,17.11,0.768,0.618,1.54,0.65,11.19,4,86.38,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001652,350200_G0199,厦门,350200,2026-06-04 22:00:00,管制空域,3823.62,16.92,0.884,0.58,3.41,0.21,2.75,2,60.86,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001653,441900_G0219,东莞,441900,2026-06-05 18:00:00,管制空域,715.29,6.83,0.924,0.385,1.48,1.4,6.13,5,37.37,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001654,430100_G0046,长沙,430100,2026-06-05 17:00:00,禁飞区,892.51,11.73,0.774,0.636,4.05,0.4,5.91,4,92.96,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001655,510100_G0079,成都,510100,2026-06-06 14:00:00,管制空域,1516.72,31.23,0.678,0.965,5.86,0.86,7.75,3,49.83,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001656,500000_G0259,重庆,500000,2026-06-01 03:00:00,适飞空域,2518.22,5.42,0.894,0.63,6.67,0.19,8.47,0,13.36,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001657,440100_G0206,广州,440100,2026-06-05 17:00:00,敏感目标保护区,1135.31,0.7,0.875,0.971,9.04,0.53,7.9,2,78.48,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001658,410100_G0040,郑州,410100,2026-06-03 01:00:00,机场净空保护区,3757.55,25.05,0.816,0.568,3.26,2.99,9.07,3,59.61,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001659,350200_G0490,厦门,350200,2026-06-01 16:00:00,适飞空域,509.26,10.09,0.678,0.842,3.51,0.28,6.78,1,8.21,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001660,320100_G0414,南京,320100,2026-06-06 03:00:00,机场净空保护区,465.72,8.33,0.727,0.608,0.22,0.85,11.1,6,77.72,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001661,410100_G0496,郑州,410100,2026-06-04 14:00:00,适飞空域,988.47,14.33,0.403,0.717,2.28,0.97,8.16,2,22.35,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001662,370200_G0276,青岛,370200,2026-06-02 00:00:00,机场净空保护区,2911.12,11.74,0.748,0.865,5.88,0.44,9.62,3,69.95,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001663,440300_G0429,深圳,440300,2026-06-05 23:00:00,低空物流走廊,903.05,3.24,0.805,0.858,3.45,0.07,5.53,1,28.26,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001664,320500_G0427,苏州,320500,2026-06-01 06:00:00,机场净空保护区,1377.02,0.0,0.965,0.619,2.83,0.75,5.02,3,62.97,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001665,440300_G0489,深圳,440300,2026-06-05 14:00:00,文旅体验区,3804.25,52.36,0.9,0.741,6.04,0.42,4.57,2,43.65,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001666,440300_G0425,深圳,440300,2026-06-01 01:00:00,低空物流走廊,2987.54,4.41,0.688,0.733,2.95,0.95,11.11,0,24.46,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001667,320100_G0228,南京,320100,2026-06-06 16:00:00,机场净空保护区,2796.61,0.75,0.514,0.672,4.65,0.63,9.49,4,95.28,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001668,330100_G0404,杭州,330100,2026-06-03 23:00:00,适飞空域,5215.84,10.64,0.921,0.671,6.12,0.21,9.34,1,22.63,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001669,420100_G0423,武汉,420100,2026-06-06 04:00:00,适飞空域,1459.73,9.09,0.732,0.61,0.29,0.72,6.35,0,5.7,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001670,440300_G0257,深圳,440300,2026-06-02 17:00:00,适飞空域,2346.29,39.35,0.794,0.762,6.69,0.2,9.56,0,27.89,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001671,330100_G0296,杭州,330100,2026-06-02 15:00:00,禁飞区,3167.79,16.86,0.64,0.496,6.7,1.72,12.01,1,79.59,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001672,350200_G0248,厦门,350200,2026-06-03 18:00:00,适飞空域,534.49,1.04,0.799,0.779,0.18,0.23,10.37,0,24.78,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001673,320100_G0372,南京,320100,2026-06-07 20:00:00,管制空域,4974.13,23.18,0.854,0.976,3.41,0.25,6.96,1,56.06,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001674,310000_G0303,上海,310000,2026-06-03 00:00:00,机场净空保护区,1288.5,6.77,0.806,0.841,5.09,0.13,5.76,4,64.63,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001675,440400_G0111,珠海,440400,2026-06-04 21:00:00,适飞空域,1593.4,7.13,0.819,0.751,7.66,1.22,9.35,0,19.5,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001676,510100_G0482,成都,510100,2026-06-05 18:00:00,文旅体验区,1139.96,10.82,0.937,0.743,7.7,1.25,7.08,1,28.46,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001677,350200_G0365,厦门,350200,2026-06-05 16:00:00,适飞空域,1574.28,10.24,0.784,0.489,3.46,1.24,6.64,0,3.88,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001678,320600_G0059,南通,320600,2026-06-02 21:00:00,敏感目标保护区,2371.03,17.96,0.586,0.661,2.36,0.52,9.1,1,78.54,1,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
MF0001679,440300_G0095,深圳,440300,2026-06-07 04:00:00,低空物流走廊,5379.06,17.05,0.87,0.839,6.03,0.27,7.5,2,30.48,0,simulated_model_training_sample,为风险预测/分类模型演示构造的特征表，非真实观测样本。
