alert_id,flight_plan_id,aircraft_id,city,city_code,route_id,timestamp,alert_type,severity,lat,lon,altitude_m,detection_source,confidence,disposal_status,response_time_min,closed_loop,data_nature,source_basis
AL0001068,FP004394,UAV01739,郑州,410100,RT_410100_002,2026-01-15 20:15:14,人群密集区飞越,高,34.6848214,113.8112031,128.22,射频,0.787,待核查,6.9,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001069,FP001184,UAV01468,郑州,410100,RT_410100_045,2026-05-21 15:27:00,低电量告警,中,34.5637723,113.366626,9.51,射频,0.637,已闭环,0.5,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001070,FP005639,UAV00551,深圳,440300,RT_440300_038,2026-06-21 21:42:00,速度异常,中,22.4247611,114.3077818,0.0,无人机云系统,0.542,已闭环,4.3,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001071,FP007692,UAV02699,深圳,440300,RT_440300_033,2026-02-09 05:41:12,超高风险,严重,22.4777882,113.954215,155.18,雷达,0.507,待核查,2.5,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001072,FP003692,UAV00027,南京,320100,RT_320100_048,2026-02-20 21:55:04,超高风险,严重,32.2153353,118.9542417,15.73,雷达,0.767,已闭环,3.6,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001073,FP004520,UAV00497,郑州,410100,RT_410100_060,2026-03-03 22:16:02,通信链路弱,中,34.7000008,113.3599781,91.02,射频,0.654,已闭环,17.5,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001074,FP007961,UAV00160,合肥,340100,RT_340100_040,2026-03-07 09:13:10,低电量告警,中,31.8027688,117.1733219,88.81,融合识别,0.912,已闭环,15.5,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001075,FP007394,UAV00182,海口,460100,RT_460100_056,2026-02-23 07:27:02,气象风险,中,19.9575981,110.3971488,42.18,射频,0.835,已闭环,0.5,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001076,FP007579,UAV01853,合肥,340100,RT_340100_020,2026-02-18 13:30:00,低电量告警,中,31.8654681,117.2487638,73.5,射频,0.88,已闭环,9.7,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001077,FP006637,UAV02344,厦门,350200,RT_350200_015,2026-02-12 22:23:00,超高风险,严重,24.3837812,118.1433984,44.45,射频,0.882,已闭环,16.3,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001078,FP006783,UAV00097,长沙,430100,RT_430100_031,2026-03-02 07:34:33,远程识别异常,高,28.2276376,113.1135809,33.39,无人机云系统,0.99,处理中,5.6,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001079,FP007791,UAV01884,深圳,440300,RT_440300_027,2026-05-18 02:52:00,气象风险,中,22.4405046,113.9151613,67.55,光电,0.538,待核查,12.9,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001080,FP005713,UAV01425,南通,320600,RT_320600_015,2026-05-14 18:40:04,通信链路弱,中,31.9590949,120.798976,1.29,光电,0.96,已闭环,4.1,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001081,FP004388,UAV01053,深圳,440300,RT_440300_009,2026-02-17 02:45:53,疑似黑飞目标,严重,22.4688199,114.1328638,82.51,光电,0.669,处理中,1.4,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001082,FP002225,UAV00568,长沙,430100,RT_430100_020,2026-02-16 20:32:00,禁飞区接近,严重,28.078718,113.065289,3.56,光电,0.846,已闭环,0.5,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001083,FP000958,UAV00352,郑州,410100,RT_410100_027,2026-04-25 02:52:53,通信链路弱,中,34.7049634,113.8037019,68.85,无人机云系统,0.702,处理中,8.3,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001084,FP005681,UAV01941,珠海,440400,RT_440400_026,2026-01-18 21:16:20,禁飞区接近,严重,22.2637647,113.6873045,81.77,射频,0.454,处理中,5.3,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001085,FP007249,UAV02185,合肥,340100,RT_340100_046,2026-02-10 16:36:00,电子围栏越界,高,31.8081385,116.9870944,0.0,光电,0.663,误报,15.3,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001086,FP002782,UAV01738,郑州,410100,RT_410100_057,2026-06-04 00:22:37,超高风险,严重,34.6121137,113.5500427,9.93,雷达,0.89,已闭环,4.2,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001087,FP003809,UAV01129,厦门,350200,RT_350200_035,2026-01-26 09:55:10,人群密集区飞越,高,24.5775924,118.2741193,31.32,5G-A通感,0.548,已闭环,4.5,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001088,FP000806,UAV01121,苏州,320500,RT_320500_002,2026-06-12 09:00:24,气象风险,中,31.2441208,120.5380813,81.86,无人机云系统,0.555,已闭环,11.8,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001089,FP002052,UAV01522,南京,320100,RT_320100_002,2026-04-24 12:09:06,电子围栏越界,高,32.0466468,118.594398,28.87,无人机云系统,0.733,误报,0.5,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001090,FP007809,UAV02149,上海,310000,RT_310000_028,2026-01-28 18:00:37,人群密集区飞越,高,31.3401542,121.2761327,53.5,雷达,0.939,已闭环,5.6,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001091,FP002534,UAV02302,上海,310000,RT_310000_008,2026-02-24 20:55:57,电子围栏越界,高,31.2805388,121.6731029,72.73,射频,0.635,已闭环,16.2,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001092,FP006344,UAV01389,西安,610100,RT_610100_041,2026-03-28 05:44:51,电子围栏越界,高,34.3383302,108.7833737,83.62,5G-A通感,0.781,已闭环,18.0,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001093,FP001507,UAV02753,西安,610100,RT_610100_036,2026-01-08 07:18:31,超高风险,严重,34.4629511,108.8919435,48.7,无人机云系统,0.784,已闭环,11.4,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001094,FP003231,UAV01017,重庆,500000,RT_500000_026,2026-01-01 07:36:00,超高风险,严重,29.5331608,106.4907574,141.89,光电,0.762,误报,5.9,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001095,FP005118,UAV00240,南通,320600,RT_320600_052,2026-03-24 22:54:22,电子围栏越界,高,31.8666829,121.0338987,116.71,无人机云系统,0.607,已闭环,4.6,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001096,FP003731,UAV02184,青岛,370200,RT_370200_049,2026-04-21 15:23:00,远程识别异常,高,36.2513306,120.5402152,19.19,无人机云系统,0.75,已闭环,8.0,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001097,FP007779,UAV00392,北京,110000,RT_110000_052,2026-04-12 11:38:55,电子围栏越界,高,39.9467178,116.6126533,52.81,无人机云系统,0.601,已闭环,3.0,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001098,FP003341,UAV01866,合肥,340100,RT_340100_011,2026-06-19 22:41:16,低电量告警,中,31.9373364,117.3117198,66.41,射频,0.921,处理中,1.1,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001099,FP000386,UAV00668,东莞,441900,RT_441900_060,2026-04-12 14:47:57,速度异常,中,23.2028083,113.8731479,93.53,无人机云系统,0.849,已闭环,12.6,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001100,FP001609,UAV01806,重庆,500000,RT_500000_039,2026-04-07 01:41:41,电子围栏越界,高,29.5967031,106.6267154,59.97,射频,0.889,已闭环,0.5,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001101,FP004107,UAV02729,长沙,430100,RT_430100_043,2026-02-17 17:35:43,远程识别异常,高,28.2503988,113.0856931,105.96,射频,0.951,已闭环,12.1,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001102,FP007076,UAV01737,厦门,350200,RT_350200_023,2026-01-10 19:05:10,远程识别异常,高,24.4109994,118.0718592,87.98,无人机云系统,0.642,已闭环,10.3,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001103,FP007249,UAV02185,合肥,340100,RT_340100_046,2026-02-10 16:51:49,超高风险,严重,31.848907,117.1173551,112.51,光电,0.858,处理中,10.6,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001104,FP005188,UAV02197,厦门,350200,RT_350200_028,2026-01-20 05:45:02,电子围栏越界,高,24.6504429,118.0064532,49.97,雷达,0.821,处理中,5.2,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001105,FP007860,UAV02114,武汉,420100,RT_420100_059,2026-02-01 21:21:51,低电量告警,中,30.6127753,114.1471015,33.46,5G-A通感,0.564,已闭环,18.9,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001106,FP002196,UAV01699,深圳,440300,RT_440300_043,2026-05-20 11:40:00,远程识别异常,高,22.4746299,113.8561657,5.65,5G-A通感,0.736,待核查,14.0,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001107,FP000068,UAV01892,海口,460100,RT_460100_039,2026-02-06 19:17:31,远程识别异常,高,20.1112313,110.0572658,86.72,光电,0.911,已闭环,6.6,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001108,FP002752,UAV02338,上海,310000,RT_310000_055,2026-03-01 06:29:14,速度异常,中,31.0869568,121.3620674,49.47,无人机云系统,0.829,已闭环,7.8,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001109,FP007076,UAV01737,厦门,350200,RT_350200_023,2026-01-10 18:54:55,低电量告警,中,24.4055468,117.9016496,13.26,射频,0.819,已闭环,2.1,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001110,FP002281,UAV02640,深圳,440300,RT_440300_041,2026-01-12 14:32:12,远程识别异常,高,22.7121027,114.1900397,34.27,无人机云系统,0.939,待核查,0.8,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001111,FP004907,UAV00622,长沙,430100,RT_430100_005,2026-04-26 22:03:28,超高风险,严重,28.1571564,112.972235,113.43,无人机云系统,0.677,已闭环,1.6,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001112,FP006773,UAV02608,厦门,350200,RT_350200_002,2026-05-29 02:33:10,人群密集区飞越,高,24.5578351,118.0095153,23.14,光电,0.713,已闭环,46.5,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001113,FP005410,UAV01056,深圳,440300,RT_440300_047,2026-04-04 13:02:24,速度异常,中,22.5875217,114.2317394,66.55,融合识别,0.908,已闭环,6.0,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001114,FP004388,UAV01053,深圳,440300,RT_440300_009,2026-02-17 03:00:31,超高风险,严重,22.5087473,114.2480835,32.77,光电,0.788,已闭环,13.5,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001115,FP002829,UAV02490,北京,110000,RT_110000_029,2026-03-29 22:26:02,远程识别异常,高,39.9208588,116.262371,12.2,光电,0.815,已闭环,19.5,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001116,FP005663,UAV00810,长沙,430100,RT_430100_008,2026-06-21 17:00:28,人群密集区飞越,高,28.1854339,112.9750035,132.49,射频,0.669,已闭环,8.9,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001117,FP000549,UAV01860,上海,310000,RT_310000_018,2026-06-23 19:02:53,低电量告警,中,31.3360523,121.5701659,20.43,光电,0.618,已闭环,12.2,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001118,FP005228,UAV01485,北京,110000,RT_110000_024,2026-02-04 16:19:55,气象风险,中,39.8443097,116.4068377,76.97,光电,0.918,已闭环,0.9,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001119,FP005168,UAV01545,青岛,370200,RT_370200_039,2026-01-27 12:37:26,气象风险,中,36.1983505,120.5417117,24.55,融合识别,0.873,待核查,1.0,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001120,FP000341,UAV01374,杭州,330100,RT_330100_030,2026-03-14 00:48:02,超高风险,严重,30.3148978,120.0592045,140.55,融合识别,0.888,待核查,11.8,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001121,FP000540,UAV01829,武汉,420100,RT_420100_044,2026-01-16 19:21:41,气象风险,中,30.7122715,114.3535573,81.6,雷达,0.994,待核查,2.8,False,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001122,FP006114,UAV01219,深圳,440300,RT_440300_031,2026-02-04 06:57:10,禁飞区接近,严重,22.5877964,114.2842077,21.64,融合识别,0.798,已闭环,12.8,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001123,FP000699,UAV00303,合肥,340100,RT_340100_042,2026-04-10 08:54:41,气象风险,中,31.8057456,117.4542984,78.0,无人机云系统,0.511,已闭环,0.5,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
AL0001124,FP007379,UAV00489,海口,460100,RT_460100_057,2026-06-24 01:57:20,低电量告警,中,20.0933964,110.0287066,83.85,5G-A通感,0.816,已闭环,6.0,True,simulated_demo_sample,告警事件为演示样本，部分依据遥测字段规则触发，非真实执法记录。
